kind,start_day,strength,peak_infectious,peak_day,cumulative_deaths,cumulative_infections,attack_rate,vaccinated
isolation,80.0,0.25,12628.19085132113,80.0,1653.747086310822,165374.70864473772,0.16537470864473772,0.0
isolation,80.0,0.275,12628.19629588981,80.0,1408.5276673082808,140852.766731468,0.140852766731468,0.0
isolation,80.0,0.3,12628.210755227985,80.0,1238.0497501850134,123804.9750185228,0.1238049750185228,0.0
isolation,90.0,0.0,134503.70805828852,120.0,8941.076039269194,894107.603926919,0.894107603926919,0.0
isolation,90.0,0.025,99013.32510878448,120.0,8350.590419966742,835059.041996674,0.835059041996674,0.0
isolation,90.0,0.05,73053.74141295915,119.0,7671.775061176918,767177.5061176899,0.7671775061176899,0.0
isolation,90.0,0.075,54352.24155345047,117.0,6934.193904006139,693419.3904006145,0.6934193904006145,0.0
isolation,90.0,0.1,41299.33742792367,113.0,6171.349992663534,617134.9992663527,0.6171349992663527,0.0
isolation,90.0,0.125,32663.263032977997,107.0,5420.972099227568,542097.209922767,0.542097209922767,0.0
isolation,90.0,0.15,30650.195797842545,90.0,4722.161295716195,472216.1295716682,0.4722161295716682,0.0
isolation,90.0,0.175,30650.199325089234,90.0,4107.930376848447,410793.037684916,0.410793037684916,0.0
isolation,90.0,0.2,30650.197774034645,90.0,3596.26214356917,359626.2143569547,0.3596262143569547,0.0
isolation,90.0,0.225,30650.192006912064,90.0,3186.8834105061974,318688.3410506273,0.31868834105062727,0.0
isolation,90.0,0.25,30650.199216431938,90.0,2866.5014130196428,286650.1413019647,0.2866501413019647,0.0
isolation,90.0,0.275,30650.19513998995,90.0,2617.1473500815855,261714.73500815855,0.26171473500815856,0.0
isolation,90.0,0.3,30650.202524027576,90.0,2421.944271783285,242194.42717832848,0.24219442717832848,0.0
isolation,100.0,0.0,134503.70805828852,120.0,8941.076039269194,894107.603926919,0.894107603926919,0.0
isolation,100.0,0.025,105221.60675453987,118.0,8412.235916004121,841223.5916004104,0.8412235916004104,0.0
isolation,100.0,0.05,84737.5155941004,115.0,7838.840126246772,783884.0126246767,0.7838840126246767,0.0
